image_names,u [mm],Fh [kN]
LS33_to_LS34_RS3_0025,-1.03142741,8.843
LS33_to_LS34_RS3_0026,-0.74814266,10.01
LS33_to_LS34_RS3_0027,-0.453843408,11.16
LS33_to_LS34_RS3_0028,-0.153808966,12.3
LS33_to_LS34_RS3_0029,0.138870474,13.44
LS33_to_LS34_RS3_0030,0.428716253,14.56
LS33_to_LS34_RS3_0031,0.720831291,15.7
LS33_to_LS34_RS3_0032,1.025796786,16.83
LS33_to_LS34_RS3_0033,1.321109563,17.97
LS33_to_LS34_RS3_0034,1.614805061,19.11
LS33_to_LS34_RS3_0035,1.913253788,20.28
LS33_to_LS34_RS3_0036,2.203160741,21.45
LS33_to_LS34_RS3_0037,2.508613293,22.61
LS33_to_LS34_RS3_0038,2.803701091,23.8
LS33_to_LS34_RS3_0039,3.095783419,24.97
LS33_to_LS34_RS3_0040,3.398451897,26.14
LS33_to_LS34_RS3_0041,3.694713364,27.28
LS33_to_LS34_RS3_0042,3.990827907,28.4
LS33_to_LS34_RS3_0043,4.288552912,29.49
LS33_to_LS34_RS3_0044,4.583827613,30.55
LS33_to_LS34_RS3_0045,4.880764244,31.55
LS33_to_LS34_RS3_0046,5.185934398,32.52
LS33_to_LS34_RS3_0047,5.486331006,33.43
LS33_to_LS34_RS3_0048,5.780829002,34.26
LS33_to_LS34_RS3_0049,6.085842299,34.98
LS33_to_LS34_RS3_0050,6.390558596,35.56
LS33_to_LS34_RS3_0051,6.695694112,36.03
LS33_to_LS34_RS3_0052,6.991881696,36.39
LS33_to_LS34_RS3_0053,7.306801232,36.62
LS33_to_LS34_RS3_0054,7.603281404,36.84
LS33_to_LS34_RS3_0055,7.908259355,37.01
LS33_to_LS34_RS3_0056,8.206304134,37.1
LS33_to_LS34_RS3_0057,8.300102325,35.84
LS34_to_LS35_RS3_0001,8.324072017,34.38
LS34_to_LS35_RS3_0002,8.316122698,34.27
LS34_to_LS35_RS3_0003,8.235454843,30.83
LS34_to_LS35_RS3_0004,7.970044732,26.77
LS34_to_LS35_RS3_0005,7.691302518,23.65
LS34_to_LS35_RS3_0006,7.39883668,20.89
LS34_to_LS35_RS3_0007,7.11541601,18.52
LS34_to_LS35_RS3_0008,6.832775128,16.29
LS34_to_LS35_RS3_0009,6.55325859,14.25
LS34_to_LS35_RS3_0010,6.263305394,12.39
LS34_to_LS35_RS3_0011,5.976723064,10.66
LS34_to_LS35_RS3_0012,5.687587359,9.05
LS34_to_LS35_RS3_0013,5.407369767,7.574
LS34_to_LS35_RS3_0014,5.126297466,6.147
LS34_to_LS35_RS3_0015,4.831494402,4.77
LS34_to_LS35_RS3_0016,4.53309913,3.492
LS34_to_LS35_RS3_0017,4.252052344,2.24
LS34_to_LS35_RS3_0018,3.963005683,1.068
LS34_to_LS35_RS3_0019,3.684539668,-0.00651
LS34_to_LS35_RS3_0020,3.398605565,-1.078
LS34_to_LS35_RS3_0021,3.112435027,-2.11
LS34_to_LS35_RS3_0022,2.83256311,-3.117
LS34_to_LS35_RS3_0023,2.542244423,-4.106
LS34_to_LS35_RS3_0024,2.24294044,-5.079
LS34_to_LS35_RS3_0025,1.963355803,-6.069
LS34_to_LS35_RS3_0026,1.667563571,-7.035
LS34_to_LS35_RS3_0027,1.377531945,-8.055
LS34_to_LS35_RS3_0028,1.088214876,-9.075
LS34_to_LS35_RS3_0029,0.799205799,-10.11
LS34_to_LS35_RS3_0030,0.49694863,-11.15
LS34_to_LS35_RS3_0031,0.206368337,-12.15
LS34_to_LS35_RS3_0032,-0.082307796,-13.17
LS34_to_LS35_RS3_0033,-0.382438847,-14.24
LS34_to_LS35_RS3_0034,-0.673876875,-15.3
LS34_to_LS35_RS3_0035,-0.958345691,-16.37
LS34_to_LS35_RS3_0036,-1.264327779,-17.4
LS34_to_LS35_RS3_0037,-1.557565788,-18.45
LS34_to_LS35_RS3_0038,-1.849874002,-19.5
LS34_to_LS35_RS3_0039,-2.152879192,-20.57
LS34_to_LS35_RS3_0040,-2.445926685,-21.58
LS34_to_LS35_RS3_0041,-2.74072828,-22.62
LS34_to_LS35_RS3_0042,-3.046430402,-23.63
LS34_to_LS35_RS3_0043,-3.345358175,-24.62
LS34_to_LS35_RS3_0044,-3.638907709,-25.64
LS34_to_LS35_RS3_0045,-3.9495907,-26.63
LS34_to_LS35_RS3_0046,-4.249374016,-27.58
LS34_to_LS35_RS3_0047,-4.55220615,-28.54
LS34_to_LS35_RS3_0048,-4.859952319,-29.49
LS34_to_LS35_RS3_0049,-5.160860744,-30.42
LS34_to_LS35_RS3_0050,-5.469465025,-31.35
LS34_to_LS35_RS3_0051,-5.780578797,-32.23
LS34_to_LS35_RS3_0052,-6.09342635,-33.02
LS34_to_LS35_RS3_0053,-6.403263046,-33.74
LS34_to_LS35_RS3_0054,-6.720537527,-34.36
LS34_to_LS35_RS3_0055,-7.03882106,-34.87
LS34_to_LS35_RS3_0056,-7.360348795,-35.31
LS34_to_LS35_RS3_0057,-7.671733557,-35.69
LS34_to_LS35_RS3_0058,-8.005054239,-35.93
LS34_to_LS35_RS3_0059,-8.327596579,-36.12
LS34_to_LS35_RS3_0060,-8.652551141,-36.31
LS34_to_LS35_RS3_0061,-8.909881152,-35.77
LS35_to_LS36_RS3_0000,-8.928227166,-33.56
LS35_to_LS36_RS3_0001,-8.93540537,-33.53
LS35_to_LS36_RS3_0002,-8.716779435,-29.36
LS35_to_LS36_RS3_0003,-8.431366534,-25.46
LS35_to_LS36_RS3_0004,-8.141002086,-22.51
LS35_to_LS36_RS3_0005,-7.855475312,-20.14
LS35_to_LS36_RS3_0006,-7.552950921,-18.08
LS35_to_LS36_RS3_0007,-7.250473312,-16.28
LS35_to_LS36_RS3_0008,-6.951936403,-14.6
LS35_to_LS36_RS3_0009,-6.649765714,-13.03
LS35_to_LS36_RS3_0010,-6.348239556,-11.54
LS35_to_LS36_RS3_0011,-6.047520935,-10.12
LS35_to_LS36_RS3_0012,-5.755156293,-8.73
LS35_to_LS36_RS3_0013,-5.46695283,-7.392
LS35_to_LS36_RS3_0014,-5.169737212,-6.103
LS35_to_LS36_RS3_0015,-4.882597947,-4.858
LS35_to_LS36_RS3_0016,-4.585710171,-3.64
LS35_to_LS36_RS3_0017,-4.297569585,-2.451
LS35_to_LS36_RS3_0018,-4.011269883,-1.235
LS35_to_LS36_RS3_0019,-3.718694193,-0.06563
LS35_to_LS36_RS3_0020,-3.435459114,1.085
LS35_to_LS36_RS3_0021,-3.166444084,2.139
LS35_to_LS36_RS3_0022,-2.891369104,3.194
LS35_to_LS36_RS3_0023,-2.598168149,4.236
LS35_to_LS36_RS3_0024,-2.308471373,5.282
LS35_to_LS36_RS3_0025,-2.021844637,6.315
LS35_to_LS36_RS3_0026,-1.727853336,7.297
LS35_to_LS36_RS3_0027,-1.431896437,8.257
LS35_to_LS36_RS3_0028,-1.142932611,9.092
LS35_to_LS36_RS3_0029,-0.849848363,9.981
LS35_to_LS36_RS3_0030,-0.556428474,10.87
LS35_to_LS36_RS3_0031,-0.262173277,11.77
LS35_to_LS36_RS3_0032,0.033976747,12.65
LS35_to_LS36_RS3_0033,0.33447317,13.54
LS35_to_LS36_RS3_0034,0.628841747,14.43
LS35_to_LS36_RS3_0035,0.92526305,15.32
LS35_to_LS36_RS3_0036,1.224222287,16.21
LS35_to_LS36_RS3_0037,1.519232138,17.1
LS35_to_LS36_RS3_0038,1.815515296,18.02
LS35_to_LS36_RS3_0039,2.103523997,18.87
LS35_to_LS36_RS3_0040,2.39574198,19.65
LS35_to_LS36_RS3_0041,2.704720231,20.51
LS35_to_LS36_RS3_0042,3.008388867,21.43
LS35_to_LS36_RS3_0043,3.294836419,22.34
LS35_to_LS36_RS3_0044,3.593146834,23.25
LS35_to_LS36_RS3_0045,3.893598262,24.16
LS35_to_LS36_RS3_0046,4.182345773,25.04
LS35_to_LS36_RS3_0047,4.487846032,25.91
LS35_to_LS36_RS3_0048,4.78007535,26.77
LS35_to_LS36_RS3_0049,5.080858949,27.59
LS35_to_LS36_RS3_0050,5.385055171,28.41
LS35_to_LS36_RS3_0051,5.678120408,29.18
LS35_to_LS36_RS3_0052,5.982808639,29.9
LS35_to_LS36_RS3_0053,6.276845156,30.51
LS35_to_LS36_RS3_0054,6.582871794,31.11
LS35_to_LS36_RS3_0055,6.884795182,31.66
LS35_to_LS36_RS3_0056,7.18685642,32.16
LS35_to_LS36_RS3_0057,7.485603903,32.62
LS35_to_LS36_RS3_0058,7.792779531,33.04
LS35_to_LS36_RS3_0059,8.096182532,33.4
LS36_to_LS37_RS3_0001,8.151511153,30.83
LS36_to_LS37_RS3_0002,8.148060192,30.82
LS36_to_LS37_RS3_0003,8.08243155,27.36
LS36_to_LS37_RS3_0004,7.820391095,23.25
LS36_to_LS37_RS3_0005,7.544654622,20.28
LS36_to_LS37_RS3_0006,7.260674567,17.65
LS36_to_LS37_RS3_0007,6.983867247,15.46
LS36_to_LS37_RS3_0008,6.699651104,13.5
LS36_to_LS37_RS3_0009,6.412542642,11.74
LS36_to_LS37_RS3_0010,6.124521195,10.13
LS36_to_LS37_RS3_0011,5.840133014,8.627
LS36_to_LS37_RS3_0012,5.551464812,7.209
LS36_to_LS37_RS3_0013,5.266687395,5.902
LS36_to_LS37_RS3_0014,4.98378895,4.665
LS36_to_LS37_RS3_0015,4.692522372,3.459
LS36_to_LS37_RS3_0016,4.403859908,2.33
LS36_to_LS37_RS3_0017,4.111772479,1.29
LS36_to_LS37_RS3_0018,3.82779803,0.2797
LS36_to_LS37_RS3_0019,3.534992397,-0.7224
LS36_to_LS37_RS3_0020,3.246818007,-1.672
LS36_to_LS37_RS3_0021,2.970908974,-2.567
LS36_to_LS37_RS3_0022,2.679872546,-3.442
LS36_to_LS37_RS3_0023,2.388977697,-4.247
LS36_to_LS37_RS3_0024,2.09398149,-5.086
LS36_to_LS37_RS3_0025,1.801515432,-5.927
LS36_to_LS37_RS3_0026,1.516409888,-6.756
LS36_to_LS37_RS3_0027,1.216887128,-7.606
LS36_to_LS37_RS3_0028,0.922635235,-8.447
LS36_to_LS37_RS3_0029,0.628485972,-9.316
LS36_to_LS37_RS3_0030,0.332764737,-10.19
LS36_to_LS37_RS3_0031,0.044599465,-11.07
LS36_to_LS37_RS3_0032,-0.248395153,-11.96
LS36_to_LS37_RS3_0033,-0.550890667,-12.82
LS36_to_LS37_RS3_0034,-0.838697798,-13.69
LS36_to_LS37_RS3_0035,-1.138085013,-14.52
LS36_to_LS37_RS3_0036,-1.424054232,-15.48
LS36_to_LS37_RS3_0037,-1.725262179,-16.44
LS36_to_LS37_RS3_0038,-2.027737656,-17.34
LS36_to_LS37_RS3_0039,-2.319839293,-18.21
LS36_to_LS37_RS3_0040,-2.617451898,-19.13
LS36_to_LS37_RS3_0041,-2.917825831,-20.04
LS36_to_LS37_RS3_0042,-3.219647103,-20.9
LS36_to_LS37_RS3_0043,-3.51476196,-21.76
LS36_to_LS37_RS3_0044,-3.815078952,-22.59
LS36_to_LS37_RS3_0045,-4.117712014,-23.43
LS36_to_LS37_RS3_0046,-4.420644108,-24.23
LS36_to_LS37_RS3_0047,-4.719859034,-25.03
LS36_to_LS37_RS3_0048,-5.024167834,-25.8
LS36_to_LS37_RS3_0049,-5.327026881,-26.56
LS36_to_LS37_RS3_0050,-5.63492563,-27.35
LS36_to_LS37_RS3_0051,-5.946310524,-28.16
LS36_to_LS37_RS3_0052,-6.257389817,-28.94
LS36_to_LS37_RS3_0053,-6.570060315,-29.71
LS36_to_LS37_RS3_0054,-6.877867328,-30.45
LS36_to_LS37_RS3_0055,-7.19096567,-31.12
LS36_to_LS37_RS3_0056,-7.506091596,-31.78
LS36_to_LS37_RS3_0057,-7.814792233,-32.35
LS36_to_LS37_RS3_0058,-8.140046422,-32.84
LS36_to_LS37_RS3_0059,-8.461305115,-33.25
LS36_to_LS37_RS3_0060,-8.786268023,-33.63
LS37_to_LS38_RS3_0001,-9.056315166,-30.79
LS37_to_LS38_RS3_0002,-8.749867829,-25.85
LS37_to_LS38_RS3_0003,-8.413371926,-22.06
LS37_to_LS38_RS3_0004,-8.074167,-19.27
LS37_to_LS38_RS3_0005,-7.72839263,-16.96
LS37_to_LS38_RS3_0006,-7.372870967,-15.03
LS37_to_LS38_RS3_0007,-7.024265472,-13.23
LS37_to_LS38_RS3_0008,-6.671444494,-11.57
LS37_to_LS38_RS3_0009,-6.322639626,-10.04
LS37_to_LS38_RS3_0010,-5.978522157,-8.58
LS37_to_LS38_RS3_0011,-5.631535755,-7.14
LS37_to_LS38_RS3_0012,-5.289309942,-5.767
LS37_to_LS38_RS3_0013,-4.952461056,-4.438
LS37_to_LS38_RS3_0014,-4.607278715,-3.159
LS37_to_LS38_RS3_0015,-4.272471149,-1.935
LS37_to_LS38_RS3_0016,-3.926704499,-0.7469
LS37_to_LS38_RS3_0017,-3.586030852,0.4159
LS37_to_LS38_RS3_0018,-3.258367721,1.5
LS37_to_LS38_RS3_0019,-2.930254641,2.551
LS37_to_LS38_RS3_0020,-2.59789149,3.61
LS37_to_LS38_RS3_0021,-2.258743913,4.651
LS37_to_LS38_RS3_0022,-1.919832942,5.656
LS37_to_LS38_RS3_0023,-1.578765006,6.63
LS37_to_LS38_RS3_0024,-1.229133927,7.615
LS37_to_LS38_RS3_0025,-0.884252598,8.56
LS37_to_LS38_RS3_0026,-0.541566017,9.529
LS37_to_LS38_RS3_0027,-0.206820663,10.48
LS37_to_LS38_RS3_0028,0.131629027,11.47
LS37_to_LS38_RS3_0029,0.482838557,12.45
LS37_to_LS38_RS3_0030,0.828397568,13.37
LS37_to_LS38_RS3_0031,1.179908399,14.28
LS37_to_LS38_RS3_0032,1.524368836,15.26
LS37_to_LS38_RS3_0033,1.867365858,16.23
LS37_to_LS38_RS3_0034,2.21171868,17.22
LS37_to_LS38_RS3_0035,2.557531485,18.21
LS37_to_LS38_RS3_0036,2.899251138,19.23
LS37_to_LS38_RS3_0037,3.239301447,20.23
LS37_to_LS38_RS3_0038,3.590797139,21.27
LS37_to_LS38_RS3_0039,3.937564123,22.32
LS37_to_LS38_RS3_0040,4.278891054,23.38
LS37_to_LS38_RS3_0041,4.63069791,24.44
LS37_to_LS38_RS3_0042,4.974245587,25.45
LS37_to_LS38_RS3_0043,5.316847792,26.45
LS37_to_LS38_RS3_0044,5.668723873,27.39
LS37_to_LS38_RS3_0045,6.015650989,28.26
LS37_to_LS38_RS3_0046,6.376343725,29.07
LS37_to_LS38_RS3_0047,6.716927327,29.81
LS37_to_LS38_RS3_0048,7.073130586,30.5
LS37_to_LS38_RS3_0049,7.427614661,31.1
LS37_to_LS38_RS3_0050,7.785184812,31.57
LS37_to_LS38_RS3_0051,8.133257622,32.02
LS37_to_LS38_RS3_0052,8.185569491,31.12
LS37_to_LS38_RS3_0053,8.377157764,32.33
LS37_to_LS38_RS3_0054,8.72625382,32.68
LS37_to_LS38_RS3_0055,9.09091218,32.91
LS37_to_LS38_RS3_0056,9.445995562,33.13
LS37_to_LS38_RS3_0057,9.801780884,33.37
LS38_to_LS39_RS3_0000,9.837381539,30.04
LS38_to_LS39_RS3_0001,9.836943331,30.06
LS38_to_LS39_RS3_0002,9.692434938,24.89
LS38_to_LS39_RS3_0003,9.381750905,20.89
LS38_to_LS39_RS3_0004,9.055793293,17.89
LS38_to_LS39_RS3_0005,8.722004626,15.25
LS38_to_LS39_RS3_0006,8.404378769,12.99
LS38_to_LS39_RS3_0007,8.066277149,11.05
LS38_to_LS39_RS3_0008,7.736880875,9.295
LS38_to_LS39_RS3_0009,7.399894521,7.708
LS38_to_LS39_RS3_0010,7.063535649,6.219
LS38_to_LS39_RS3_0011,6.727577965,4.823
LS38_to_LS39_RS3_0012,6.389549605,3.53
LS38_to_LS39_RS3_0013,6.054698189,2.355
LS38_to_LS39_RS3_0014,5.712607111,1.266
LS38_to_LS39_RS3_0015,5.379572095,0.1956
LS38_to_LS39_RS3_0016,5.046778171,-0.8065
LS38_to_LS39_RS3_0017,4.711260455,-1.777
LS38_to_LS39_RS3_0018,4.380878465,-2.691
LS38_to_LS39_RS3_0019,4.039078454,-3.574
LS38_to_LS39_RS3_0020,3.703094046,-4.379
LS38_to_LS39_RS3_0021,3.360747264,-5.134
LS38_to_LS39_RS3_0022,3.013135931,-5.866
LS38_to_LS39_RS3_0023,2.669069313,-6.632
LS38_to_LS39_RS3_0024,2.321953698,-7.412
LS38_to_LS39_RS3_0025,1.982303099,-8.209
LS38_to_LS39_RS3_0026,1.634737744,-9.034
LS38_to_LS39_RS3_0027,1.28944554,-9.822
LS38_to_LS39_RS3_0028,0.94298932,-10.64
LS38_to_LS39_RS3_0029,0.589897529,-11.32
LS38_to_LS39_RS3_0030,0.247401867,-12.12
LS38_to_LS39_RS3_0031,-0.096898008,-12.99
LS38_to_LS39_RS3_0032,-0.436449508,-13.85
LS38_to_LS39_RS3_0033,-0.785392438,-14.67
LS38_to_LS39_RS3_0034,-1.133392305,-15.49
LS38_to_LS39_RS3_0035,-1.4719153,-16.37
LS38_to_LS39_RS3_0036,-1.830359402,-17.25
LS38_to_LS39_RS3_0037,-2.179272679,-18.16
LS38_to_LS39_RS3_0038,-2.519247805,-19.06
LS38_to_LS39_RS3_0039,-2.867256888,-19.95
LS38_to_LS39_RS3_0040,-3.22019427,-20.83
LS38_to_LS39_RS3_0041,-3.563348181,-21.68
LS38_to_LS39_RS3_0042,-3.918035282,-22.54
LS38_to_LS39_RS3_0043,-4.269924051,-23.4
LS38_to_LS39_RS3_0044,-4.62530219,-24.25
LS38_to_LS39_RS3_0045,-4.970788455,-25.05
LS38_to_LS39_RS3_0046,-5.330612135,-25.81
LS38_to_LS39_RS3_0047,-5.688880301,-26.64
LS38_to_LS39_RS3_0048,-6.04941612,-27.42
LS38_to_LS39_RS3_0049,-6.411131409,-28.15
LS38_to_LS39_RS3_0050,-6.769809329,-28.87
LS38_to_LS39_RS3_0051,-7.135737517,-29.49
LS38_to_LS39_RS3_0052,-7.498866874,-30.16
LS38_to_LS39_RS3_0053,-7.859787666,-30.78
LS38_to_LS39_RS3_0054,-8.232510475,-31.25
LS38_to_LS39_RS3_0055,-8.598450749,-31.76
LS38_to_LS39_RS3_0056,-8.976839155,-32.17
LS38_to_LS39_RS3_0057,-9.347625538,-32.47
LS38_to_LS39_RS3_0058,-9.725695569,-32.63
LS38_to_LS39_RS3_0059,-10.10447753,-32.75
LS38_to_LS39_RS3_0060,-10.47662166,-32.92
LS38_to_LS39_RS3_0061,-10.85882588,-32.65
LS39_to_LS40_RS3_0001,-10.845546,-30.17
LS39_to_LS40_RS3_0002,-10.51596386,-23.97
LS39_to_LS40_RS3_0003,-10.17544545,-20.73
LS39_to_LS40_RS3_0004,-9.828448073,-18.23
LS39_to_LS40_RS3_0005,-9.473309078,-16.14
LS39_to_LS40_RS3_0006,-9.122946294,-14.27
LS39_to_LS40_RS3_0007,-8.769388717,-12.58
LS39_to_LS40_RS3_0008,-8.41118157,-11.1
LS39_to_LS40_RS3_0009,-8.063063127,-9.691
LS39_to_LS40_RS3_0010,-7.710281015,-8.402
LS39_to_LS40_RS3_0011,-7.367819327,-7.174
LS39_to_LS40_RS3_0012,-7.023489782,-5.987
LS39_to_LS40_RS3_0013,-6.676622847,-4.804
LS39_to_LS40_RS3_0014,-6.331617432,-3.649
LS39_to_LS40_RS3_0015,-5.985578402,-2.545
LS39_to_LS40_RS3_0016,-5.642897069,-1.505
LS39_to_LS40_RS3_0017,-5.295276114,-0.5026
LS39_to_LS40_RS3_0018,-4.962850044,0.4461
LS39_to_LS40_RS3_0019,-4.618351271,1.375
LS39_to_LS40_RS3_0020,-4.287410439,2.267
LS39_to_LS40_RS3_0021,-3.946510385,3.186
LS39_to_LS40_RS3_0022,-3.605520041,4.071
LS39_to_LS40_RS3_0023,-3.266560002,4.94
LS39_to_LS40_RS3_0024,-2.914677838,5.788
LS39_to_LS40_RS3_0025,-2.572235618,6.63
LS39_to_LS40_RS3_0026,-2.232498242,7.418
LS39_to_LS40_RS3_0027,-1.890660244,8.226
LS39_to_LS40_RS3_0028,-1.541980454,9.035
LS39_to_LS40_RS3_0029,-1.198390613,9.807
LS39_to_LS40_RS3_0030,-0.852720993,10.52
LS39_to_LS40_RS3_0031,-0.505793438,11.28
LS39_to_LS40_RS3_0032,-0.160269453,12.04
LS39_to_LS40_RS3_0033,0.193688445,12.8
LS39_to_LS40_RS3_0034,0.545565175,13.57
LS39_to_LS40_RS3_0035,0.884015087,14.35
LS39_to_LS40_RS3_0036,1.230022276,15.13
LS39_to_LS40_RS3_0037,1.578249058,15.94
LS39_to_LS40_RS3_0038,1.926458632,16.76
LS39_to_LS40_RS3_0039,2.269368002,17.55
LS39_to_LS40_RS3_0040,2.618299148,18.32
LS39_to_LS40_RS3_0041,2.968305202,19.08
LS39_to_LS40_RS3_0042,3.315948655,19.85
LS39_to_LS40_RS3_0043,3.665272244,20.56
LS39_to_LS40_RS3_0044,4.008431836,21.26
LS39_to_LS40_RS3_0045,4.364391622,22.05
LS39_to_LS40_RS3_0046,4.715318275,22.82
LS39_to_LS40_RS3_0047,5.068051961,23.6
LS39_to_LS40_RS3_0048,5.410912597,24.34
LS39_to_LS40_RS3_0049,5.761919277,25.05
LS39_to_LS40_RS3_0050,6.121859542,25.66
LS39_to_LS40_RS3_0051,6.474012359,26.38
LS39_to_LS40_RS3_0052,6.830936204,27.05
LS39_to_LS40_RS3_0053,7.182212245,27.63
LS39_to_LS40_RS3_0054,7.537165759,28.13
LS39_to_LS40_RS3_0055,7.894405966,28.67
LS39_to_LS40_RS3_0056,8.238159129,29.15
LS39_to_LS40_RS3_0057,8.608628506,29.59
LS39_to_LS40_RS3_0058,8.970590772,29.95
LS39_to_LS40_RS3_0059,9.32607746,30.18
LS39_to_LS40_RS3_0060,9.694946297,30.42
LS40_to_LS41_RS3_0001,9.753575723,28.06
LS40_to_LS41_RS3_0002,9.523265106,21.54
LS40_to_LS41_RS3_0003,9.203705358,18.13
LS40_to_LS41_RS3_0004,8.882692783,15.5
LS40_to_LS41_RS3_0005,8.553663491,13.3
LS40_to_LS41_RS3_0006,8.220975119,11.39
LS40_to_LS41_RS3_0007,7.890353429,9.679
LS40_to_LS41_RS3_0008,7.556304416,8.107
LS40_to_LS41_RS3_0009,7.220185763,6.76
LS40_to_LS41_RS3_0010,6.890801477,5.452
LS40_to_LS41_RS3_0011,6.543448851,4.249
LS40_to_LS41_RS3_0012,6.206396296,3.067
LS40_to_LS41_RS3_0013,5.865876465,1.981
LS40_to_LS41_RS3_0014,5.537914275,0.9445
LS40_to_LS41_RS3_0015,5.201825677,-0.03333
LS40_to_LS41_RS3_0016,4.860987984,-0.9688
LS40_to_LS41_RS3_0017,4.534677178,-1.834
LS40_to_LS41_RS3_0018,4.198709211,-2.661
LS40_to_LS41_RS3_0019,3.854466359,-3.463
LS40_to_LS41_RS3_0020,3.51360309,-4.205
LS40_to_LS41_RS3_0021,3.171448793,-4.942
LS40_to_LS41_RS3_0022,2.82528733,-5.642
LS40_to_LS41_RS3_0023,2.480745024,-6.271
LS40_to_LS41_RS3_0024,2.132193262,-6.906
LS40_to_LS41_RS3_0025,1.783686949,-7.598
LS40_to_LS41_RS3_0026,1.43947912,-8.31
LS40_to_LS41_RS3_0027,1.091805422,-8.987
LS40_to_LS41_RS3_0028,0.745937977,-9.69
LS40_to_LS41_RS3_0029,0.402523576,-10.4
LS40_to_LS41_RS3_0030,0.05233722,-11.11
LS40_to_LS41_RS3_0031,-0.292831463,-11.87
LS40_to_LS41_RS3_0032,-0.639904435,-12.65
LS40_to_LS41_RS3_0033,-0.982411571,-13.43
LS40_to_LS41_RS3_0034,-1.327817634,-14.21
LS40_to_LS41_RS3_0035,-1.674575412,-14.93
LS40_to_LS41_RS3_0036,-2.019412002,-15.72
LS40_to_LS41_RS3_0037,-2.379518606,-16.52
LS40_to_LS41_RS3_0038,-2.714608009,-17.32
LS40_to_LS41_RS3_0039,-3.059996095,-18.11
LS40_to_LS41_RS3_0040,-3.408733886,-18.87
LS40_to_LS41_RS3_0041,-3.752774974,-19.65
LS40_to_LS41_RS3_0042,-4.106397227,-20.41
LS40_to_LS41_RS3_0043,-4.451610737,-21.15
LS40_to_LS41_RS3_0044,-4.810147398,-21.84
LS40_to_LS41_RS3_0045,-5.153806005,-22.54
LS40_to_LS41_RS3_0046,-5.512190322,-23.24
LS40_to_LS41_RS3_0047,-5.859813933,-23.91
LS40_to_LS41_RS3_0048,-6.217258017,-24.55
LS40_to_LS41_RS3_0049,-6.568719994,-25.18
LS40_to_LS41_RS3_0050,-6.929812222,-25.78
LS40_to_LS41_RS3_0051,-7.293584046,-26.4
LS40_to_LS41_RS3_0052,-7.646112274,-26.98
LS40_to_LS41_RS3_0053,-8.011379485,-27.54
LS40_to_LS41_RS3_0054,-8.374335858,-28.06
LS40_to_LS41_RS3_0055,-8.730769162,-28.52
LS40_to_LS41_RS3_0056,-9.093994686,-28.96
LS40_to_LS41_RS3_0057,-9.462188775,-29.34
LS40_to_LS41_RS3_0058,-9.834652239,-29.68
LS40_to_LS41_RS3_0059,-10.20576759,-29.88
LS40_to_LS41_RS3_0060,-10.57684389,-30.17
LS41_to_LS42_RS3_0001,-10.77689457,-27.48
LS41_to_LS42_RS3_0002,-10.78280272,-27.55
LS41_to_LS42_RS3_0003,-10.50734485,-23.4
LS41_to_LS42_RS3_0004,-10.13026335,-19.32
LS41_to_LS42_RS3_0005,-9.741667358,-16.32
LS41_to_LS42_RS3_0006,-9.336807639,-13.98
LS41_to_LS42_RS3_0007,-8.934032425,-11.95
LS41_to_LS42_RS3_0008,-8.537371187,-10.19
LS41_to_LS42_RS3_0009,-8.132422631,-8.579
LS41_to_LS42_RS3_0010,-7.745842689,-7.099
LS41_to_LS42_RS3_0011,-7.34315935,-5.728
LS41_to_LS42_RS3_0012,-6.954603573,-4.395
LS41_to_LS42_RS3_0013,-6.558096966,-3.192
LS41_to_LS42_RS3_0014,-6.161220122,-1.99
LS41_to_LS42_RS3_0015,-5.7672212,-0.8323
LS41_to_LS42_RS3_0016,-5.371153809,0.2388
LS41_to_LS42_RS3_0017,-4.975904258,1.281
LS41_to_LS42_RS3_0018,-4.595964355,2.251
LS41_to_LS42_RS3_0019,-4.207376741,3.141
LS41_to_LS42_RS3_0020,-3.807355533,4.031
LS41_to_LS42_RS3_0021,-3.415332268,4.935
LS41_to_LS42_RS3_0022,-3.015092358,5.817
LS41_to_LS42_RS3_0023,-2.615054446,6.691
LS41_to_LS42_RS3_0024,-2.222136622,7.557
LS41_to_LS42_RS3_0025,-1.81674806,8.411
LS41_to_LS42_RS3_0026,-1.417385049,9.274
LS41_to_LS42_RS3_0027,-1.022726118,10.09
LS41_to_LS42_RS3_0028,-0.630323112,10.92
LS41_to_LS42_RS3_0029,-0.225831297,11.77
LS41_to_LS42_RS3_0030,0.170727165,12.59
LS41_to_LS42_RS3_0031,0.572647162,13.43
LS41_to_LS42_RS3_0032,0.969654336,14.24
LS41_to_LS42_RS3_0033,1.367293912,15.14
LS41_to_LS42_RS3_0034,1.771934301,16
LS41_to_LS42_RS3_0035,2.169822845,16.6
LS41_to_LS42_RS3_0036,2.578499685,17.46
LS41_to_LS42_RS3_0037,2.980004347,18.3
LS41_to_LS42_RS3_0038,3.378444291,19.17
LS41_to_LS42_RS3_0039,3.777420582,20.04
LS41_to_LS42_RS3_0040,4.18105736,20.93
LS41_to_LS42_RS3_0041,4.574574393,21.78
LS41_to_LS42_RS3_0042,4.978918915,22.55
LS41_to_LS42_RS3_0043,5.379629413,23.33
LS41_to_LS42_RS3_0044,5.784828735,24.11
LS41_to_LS42_RS3_0045,6.184013631,24.9
LS41_to_LS42_RS3_0046,6.585571859,25.63
