image_names,u [mm],Fh [kN],times(s)
LS24_to_LS25_RS3_0016,2.147533828,15.21,1464
LS24_to_LS25_RS3_0017,2.009761153,13.96,1465
LS24_to_LS25_RS3_0018,1.872720042,12.42,1466
LS24_to_LS25_RS3_0019,1.740719118,10.86,1467
LS24_to_LS25_RS3_0020,1.604828283,9.37,1468
LS24_to_LS25_RS3_0021,1.473302621,7.947,1469
LS24_to_LS25_RS3_0022,1.342495334,6.409,1470
LS24_to_LS25_RS3_0023,1.213182628,4.861,1471
LS24_to_LS25_RS3_0024,1.080311465,3.296,1472
LS24_to_LS25_RS3_0025,0.949298574,1.798,1473
LS24_to_LS25_RS3_0026,0.828468274,0.08854,1474
LS24_to_LS25_RS3_0027,0.702269883,-1.007,1475
LS24_to_LS25_RS3_0028,0.585257796,-2.557,1476
LS24_to_LS25_RS3_0029,0.466445818,-3.634,1477
LS24_to_LS25_RS3_0030,0.340019396,-5.28,1478
LS24_to_LS25_RS3_0031,0.212487403,-6.674,1479
LS24_to_LS25_RS3_0032,0.081668414,-7.789,1480
LS24_to_LS25_RS3_0033,-0.05121873,-9.18,1481
LS24_to_LS25_RS3_0034,-0.183201651,-10.56,1482
LS24_to_LS25_RS3_0035,-0.327478534,-11.89,1483
LS24_to_LS25_RS3_0036,-0.457679658,-13.26,1484
LS24_to_LS25_RS3_0037,-0.594074467,-14.62,1485
LS24_to_LS25_RS3_0038,-0.734511286,-15.98,1486
LS24_to_LS25_RS3_0039,-0.872467494,-17.59,1487
LS24_to_LS25_RS3_0040,-1.009120408,-18.93,1488
LS24_to_LS25_RS3_0041,-1.158330115,-19.99,1489
LS24_to_LS25_RS3_0042,-1.294781971,-21.3,1490
LS24_to_LS25_RS3_0043,-1.428232284,-22.58,1491
LS24_to_LS25_RS3_0044,-1.577304603,-24.1,1492
LS24_to_LS25_RS3_0045,-1.717794957,-25.36,1493
LS24_to_LS25_RS3_0046,-1.856017521,-26.36,1494
LS24_to_LS25_RS3_0047,-2.002846282,-27.6,1495
LS24_to_LS25_RS3_0048,-2.14423325,-28.84,1496
LS24_to_LS25_RS3_0049,-2.286510726,-30.06,1497
LS24_to_LS25_RS3_0050,-2.437665368,-31.23,1498
LS24_to_LS25_RS3_0051,-2.579640035,-32.4,1499
LS24_to_LS25_RS3_0052,-2.71884976,-33.54,1500
LS24_to_LS25_RS3_0053,-2.869639325,-34.63,1501
LS24_to_LS25_RS3_0054,-3.017447521,-35.92,1502
LS24_to_LS25_RS3_0055,-3.161182251,-36.98,1503
LS24_to_LS25_RS3_0056,-3.306133565,-37.79,1504
LS24_to_LS25_RS3_0057,-3.453568129,-38.74,1505
LS24_to_LS25_RS3_0058,-3.605912331,-39.8,1506
LS24_to_LS25_RS3_0059,-3.75434445,-40.46,1507
LS24_to_LS25_RS3_0060,-3.910540714,-41.38,1508
LS24_to_LS25_RS3_0061,-4.061414365,-42.07,1509
LS24_to_LS25_RS3_0062,-4.216974346,-42.68,1510
LS24_to_LS25_RS3_0063,-4.375585403,-43.18,1511
LS24_to_LS25_RS3_0064,-4.431085195,-41.94,1512
LS25_to_LS26_RS3_0000,-4.445768649,-39.84,1512
LS25_to_LS26_RS3_0001,-4.3887822,-38.81,1513
LS25_to_LS26_RS3_0002,-4.217704456,-32.88,1514
LS25_to_LS26_RS3_0003,-4.036725188,-29.89,1515
LS25_to_LS26_RS3_0004,-3.863794679,-26.65,1516
LS25_to_LS26_RS3_0005,-3.680328216,-23.69,1517
LS25_to_LS26_RS3_0006,-3.502328514,-20.43,1518
LS25_to_LS26_RS3_0007,-3.319282123,-17.85,1519
LS25_to_LS26_RS3_0008,-3.132001217,-15.44,1520
LS25_to_LS26_RS3_0009,-2.954108133,-13.51,1521
LS25_to_LS26_RS3_0010,-2.771478563,-10.85,1522
LS25_to_LS26_RS3_0011,-2.591864997,-8.672,1523
LS25_to_LS26_RS3_0012,-2.409555411,-6.957,1524
LS25_to_LS26_RS3_0013,-2.233363859,-4.522,1525
LS25_to_LS26_RS3_0014,-2.056102173,-2.509,1526
LS25_to_LS26_RS3_0015,-1.878324147,-0.9378,1527
LS25_to_LS26_RS3_0016,-1.707835494,0.924,1528
LS25_to_LS26_RS3_0017,-1.569796244,2.598,1529
LS25_to_LS26_RS3_0018,-1.387904714,4.409,1530
LS25_to_LS26_RS3_0019,-1.22157138,6.248,1531
LS25_to_LS26_RS3_0020,-1.039168087,8.084,1532
LS25_to_LS26_RS3_0021,-0.860498877,10.27,1533
LS25_to_LS26_RS3_0022,-0.683341872,11.71,1534
LS25_to_LS26_RS3_0023,-0.496924021,13.88,1535
LS25_to_LS26_RS3_0024,-0.318318876,15.71,1536
LS25_to_LS26_RS3_0025,-0.116422469,17.11,1537
LS25_to_LS26_RS3_0026,0.063119196,18.83,1538
LS25_to_LS26_RS3_0027,0.253673439,20.47,1539
LS25_to_LS26_RS3_0028,0.44050649,22.05,1540
LS25_to_LS26_RS3_0029,0.625313757,23.57,1541
LS25_to_LS26_RS3_0030,0.820943236,25.34,1542
LS25_to_LS26_RS3_0031,1.013747555,26.48,1543
LS25_to_LS26_RS3_0032,1.204619111,28.16,1544
LS25_to_LS26_RS3_0033,1.394157927,29.25,1545
LS25_to_LS26_RS3_0034,1.589526652,30.59,1546
LS25_to_LS26_RS3_0035,1.780276181,32.15,1547
LS25_to_LS26_RS3_0036,1.978302475,33.16,1548
LS25_to_LS26_RS3_0037,2.170163255,34.41,1549
LS25_to_LS26_RS3_0038,2.359144568,35.9,1550
LS25_to_LS26_RS3_0039,2.553902346,37.1,1551
LS25_to_LS26_RS3_0040,2.740310136,38.04,1552
LS25_to_LS26_RS3_0041,2.93685425,39.2,1553
LS25_to_LS26_RS3_0042,3.13489771,40.33,1554
LS25_to_LS26_RS3_0043,3.332014225,41.36,1555
LS25_to_LS26_RS3_0044,3.5250825,42.37,1556
LS25_to_LS26_RS3_0045,3.724043336,43.29,1557
LS25_to_LS26_RS3_0046,3.922146671,44.11,1558
LS25_to_LS26_RS3_0047,4.128662868,44.84,1559
LS25_to_LS26_RS3_0048,4.32759556,45.55,1560
LS25_to_LS26_RS3_0049,4.526574786,45.97,1561
LS25_to_LS26_RS3_0050,4.746024742,46.42,1562
LS25_to_LS26_RS3_0051,4.948550424,46.69,1563
LS25_to_LS26_RS3_0052,5.110571353,46.01,1564
LS26_to_LS27_RS3_0000,5.147665255,43.85,1564
LS26_to_LS27_RS3_0001,5.140271372,43.73,1565
LS26_to_LS27_RS3_0002,5.145553395,43.69,1566
LS26_to_LS27_RS3_0003,5.070893581,40.97,1567
LS26_to_LS27_RS3_0004,4.88316462,37.5,1568
LS26_to_LS27_RS3_0005,4.697831996,34.78,1569
LS26_to_LS27_RS3_0006,4.514328097,32.36,1570
LS26_to_LS27_RS3_0007,4.322707072,30.11,1571
LS26_to_LS27_RS3_0008,4.132660421,28.0,1572
LS26_to_LS27_RS3_0009,3.942289196,26.0,1573
LS26_to_LS27_RS3_0010,3.752012072,24.05,1574
LS26_to_LS27_RS3_0011,3.565122589,22.15,1575
LS26_to_LS27_RS3_0012,3.380354899,20.28,1576
LS26_to_LS27_RS3_0013,3.181975667,18.39,1577
LS26_to_LS27_RS3_0014,2.999473019,16.56,1578
LS26_to_LS27_RS3_0015,2.805916127,14.76,1579
LS26_to_LS27_RS3_0016,2.622458549,12.94,1580
LS26_to_LS27_RS3_0017,2.436036407,11.09,1581
LS26_to_LS27_RS3_0018,2.257394922,9.375,1582
LS26_to_LS27_RS3_0019,2.087515104,7.727,1583
LS26_to_LS27_RS3_0020,1.903219812,5.989,1584
LS26_to_LS27_RS3_0021,1.727295782,4.283,1585
LS26_to_LS27_RS3_0022,1.541904222,2.602,1586
LS26_to_LS27_RS3_0023,1.370413919,1.005,1587
LS26_to_LS27_RS3_0024,1.192532543,-0.5557,1588
LS26_to_LS27_RS3_0025,1.018089343,-2.043,1589
LS26_to_LS27_RS3_0026,0.850931121,-3.497,1590
LS26_to_LS27_RS3_0027,0.676639252,-4.976,1591
LS26_to_LS27_RS3_0028,0.496347107,-6.448,1592
LS26_to_LS27_RS3_0029,0.316027426,-7.897,1593
LS26_to_LS27_RS3_0030,0.130129814,-9.393,1594
LS26_to_LS27_RS3_0031,-0.052017298,-10.92,1595
LS26_to_LS27_RS3_0032,-0.237064042,-12.46,1596
LS26_to_LS27_RS3_0033,-0.426413545,-14.01,1597
LS26_to_LS27_RS3_0034,-0.608870202,-15.57,1598
LS26_to_LS27_RS3_0035,-0.800449455,-17.14,1599
LS26_to_LS27_RS3_0036,-0.993314209,-18.66,1600
LS26_to_LS27_RS3_0037,-1.175975731,-20.16,1601
LS26_to_LS27_RS3_0038,-1.363245478,-21.62,1602
LS26_to_LS27_RS3_0039,-1.559648946,-23.16,1603
LS26_to_LS27_RS3_0040,-1.748553713,-24.66,1604
LS26_to_LS27_RS3_0041,-1.940205568,-26.16,1605
LS26_to_LS27_RS3_0042,-2.127350649,-27.6,1606
LS26_to_LS27_RS3_0043,-2.321521463,-29.02,1607
LS26_to_LS27_RS3_0044,-2.513905117,-30.42,1608
LS26_to_LS27_RS3_0045,-2.715490771,-31.81,1609
LS26_to_LS27_RS3_0046,-2.905844829,-33.17,1610
LS26_to_LS27_RS3_0047,-3.098942613,-34.49,1611
LS26_to_LS27_RS3_0048,-3.301178494,-35.75,1612
LS26_to_LS27_RS3_0049,-3.498263014,-36.95,1613
LS26_to_LS27_RS3_0050,-3.696434173,-38.07,1614
LS26_to_LS27_RS3_0051,-3.905162785,-39.09,1615
LS26_to_LS27_RS3_0052,-4.105631933,-39.95,1616
LS26_to_LS27_RS3_0053,-4.310460799,-40.72,1617
LS26_to_LS27_RS3_0054,-4.508641076,-41.36,1618
LS26_to_LS27_RS3_0055,-4.731738257,-41.85,1619
LS26_to_LS27_RS3_0056,-4.947526615,-42.24,1620
LS26_to_LS27_RS3_0057,-5.154069489,-42.55,1621
LS26_to_LS27_RS3_0058,-5.32049275,-41.68,1622
LS27_to_LS28_RS3_0000,-5.332182262,-38.83,1622
LS27_to_LS28_RS3_0001,-5.335475943,-39.16,1623
LS27_to_LS28_RS3_0002,-5.198316297,-34.81,1624
LS27_to_LS28_RS3_0003,-5.017490697,-30.77,1625
LS27_to_LS28_RS3_0004,-4.8366465,-27.58,1626
LS27_to_LS28_RS3_0005,-4.656043003,-24.81,1627
LS27_to_LS28_RS3_0006,-4.466775021,-22.32,1628
LS27_to_LS28_RS3_0007,-4.281117652,-19.98,1629
LS27_to_LS28_RS3_0008,-4.089822331,-17.75,1630
LS27_to_LS28_RS3_0009,-3.903382679,-15.63,1631
LS27_to_LS28_RS3_0010,-3.717795745,-13.65,1632
LS27_to_LS28_RS3_0011,-3.528709274,-11.83,1633
LS27_to_LS28_RS3_0012,-3.339507265,-9.959,1634
LS27_to_LS28_RS3_0013,-3.150191573,-8.197,1635
LS27_to_LS28_RS3_0014,-2.963732131,-6.491,1636
LS27_to_LS28_RS3_0015,-2.779445791,-4.82,1637
LS27_to_LS28_RS3_0016,-2.594182304,-3.184,1638
LS27_to_LS28_RS3_0017,-2.410030722,-1.585,1639
LS27_to_LS28_RS3_0018,-2.232779445,-0.01432,1640
LS27_to_LS28_RS3_0019,-2.062568017,1.478,1641
LS27_to_LS28_RS3_0020,-1.900971469,2.854,1642
LS27_to_LS28_RS3_0021,-1.72191324,4.299,1643
LS27_to_LS28_RS3_0022,-1.538279933,5.758,1644
LS27_to_LS28_RS3_0023,-1.356325562,7.189,1645
LS27_to_LS28_RS3_0024,-1.17795169,8.605,1646
LS27_to_LS28_RS3_0025,-0.989820118,10.03,1647
LS27_to_LS28_RS3_0026,-0.801743131,11.44,1648
LS27_to_LS28_RS3_0027,-0.614879661,12.87,1649
LS27_to_LS28_RS3_0028,-0.422212445,14.28,1650
LS27_to_LS28_RS3_0029,-0.230895345,15.69,1651
LS27_to_LS28_RS3_0030,-0.044020097,17.08,1652
LS27_to_LS28_RS3_0031,0.150604344,18.46,1653
LS27_to_LS28_RS3_0032,0.348884491,19.79,1654
LS27_to_LS28_RS3_0033,0.537772853,21.11,1655
LS27_to_LS28_RS3_0034,0.733262884,22.38,1656
LS27_to_LS28_RS3_0035,0.920699965,23.68,1657
LS27_to_LS28_RS3_0036,1.115636706,24.92,1658
LS27_to_LS28_RS3_0037,1.307625657,26.14,1659
LS27_to_LS28_RS3_0038,1.508069454,27.32,1660
LS27_to_LS28_RS3_0039,1.690714254,28.48,1661
LS27_to_LS28_RS3_0040,1.886434258,29.64,1662
LS27_to_LS28_RS3_0041,2.084369131,30.76,1663
LS27_to_LS28_RS3_0042,2.278877814,31.87,1664
LS27_to_LS28_RS3_0043,2.478283244,32.96,1665
LS27_to_LS28_RS3_0044,2.670616781,34.02,1666
LS27_to_LS28_RS3_0045,2.869544451,35.03,1667
LS27_to_LS28_RS3_0046,3.067823124,36.03,1668
LS27_to_LS28_RS3_0047,3.262364057,37.01,1669
LS27_to_LS28_RS3_0048,3.462341192,37.98,1670
LS27_to_LS28_RS3_0049,3.662480282,38.92,1671
LS27_to_LS28_RS3_0050,3.859675569,39.8,1672
LS27_to_LS28_RS3_0051,4.057547843,40.61,1673
LS27_to_LS28_RS3_0052,4.255965026,41.34,1674
LS27_to_LS28_RS3_0053,4.45591115,42.03,1675
LS27_to_LS28_RS3_0054,4.66047477,42.64,1676
LS27_to_LS28_RS3_0055,4.867062242,43.19,1677
LS27_to_LS28_RS3_0056,5.074352084,43.6,1678
LS27_to_LS28_RS3_0057,5.132056903,42.93,1679
LS28_to_LS29_RS3_0001,5.1520174,40.67,1680
LS28_to_LS29_RS3_0002,5.151823125,40.77,1681
LS28_to_LS29_RS3_0003,5.082085025,37.71,1682
LS28_to_LS29_RS3_0004,4.899968082,34.28,1683
LS28_to_LS29_RS3_0005,4.720879351,31.58,1684
LS28_to_LS29_RS3_0006,4.5315434,29.24,1685
LS28_to_LS29_RS3_0007,4.348790894,27.13,1686
LS28_to_LS29_RS3_0008,4.155540902,25.13,1687
LS28_to_LS29_RS3_0009,3.96299643,23.24,1688
LS28_to_LS29_RS3_0010,3.777245504,21.41,1689
LS28_to_LS29_RS3_0011,3.584866697,19.66,1690
LS28_to_LS29_RS3_0012,3.394682354,17.93,1691
LS28_to_LS29_RS3_0013,3.206916873,16.23,1692
LS28_to_LS29_RS3_0014,3.017958093,14.54,1693
LS28_to_LS29_RS3_0015,2.827440141,12.88,1694
LS28_to_LS29_RS3_0016,2.644992438,11.26,1695
LS28_to_LS29_RS3_0017,2.45721174,9.745,1696
LS28_to_LS29_RS3_0018,2.27707937,8.316,1697
LS28_to_LS29_RS3_0019,2.100012242,6.838,1698
LS28_to_LS29_RS3_0020,1.911736445,5.358,1699
LS28_to_LS29_RS3_0021,1.728196584,3.928,1700
LS28_to_LS29_RS3_0022,1.538709946,2.528,1701
LS28_to_LS29_RS3_0023,1.352542227,1.213,1702
LS28_to_LS29_RS3_0024,1.179225908,-0.07526,1703
LS28_to_LS29_RS3_0025,0.991863021,-1.319,1704
LS28_to_LS29_RS3_0026,0.816736137,-2.506,1705
LS28_to_LS29_RS3_0027,0.646906039,-3.74,1706
LS28_to_LS29_RS3_0028,0.459112733,-4.953,1707
LS28_to_LS29_RS3_0029,0.27503185,-6.181,1708
LS28_to_LS29_RS3_0030,0.090250809,-7.403,1709
LS28_to_LS29_RS3_0031,-0.093330886,-8.662,1710
LS28_to_LS29_RS3_0032,-0.289421604,-9.964,1711
LS28_to_LS29_RS3_0033,-0.469639472,-11.3,1712
LS28_to_LS29_RS3_0034,-0.664058981,-12.65,1713
LS28_to_LS29_RS3_0035,-0.855401769,-14.0,1714
LS28_to_LS29_RS3_0036,-1.040538456,-15.36,1715
LS28_to_LS29_RS3_0037,-1.237125501,-16.7,1716
LS28_to_LS29_RS3_0038,-1.426455482,-18.04,1717
LS28_to_LS29_RS3_0039,-1.621610858,-19.34,1718
LS28_to_LS29_RS3_0040,-1.805736864,-20.64,1719
LS28_to_LS29_RS3_0041,-2.001460746,-21.93,1720
LS28_to_LS29_RS3_0042,-2.192794532,-23.23,1721
LS28_to_LS29_RS3_0043,-2.395547347,-24.51,1722
LS28_to_LS29_RS3_0044,-2.587488198,-25.77,1723
LS28_to_LS29_RS3_0045,-2.776154294,-27.04,1724
LS28_to_LS29_RS3_0046,-2.981909104,-28.3,1725
LS28_to_LS29_RS3_0047,-3.170204421,-29.54,1726
LS28_to_LS29_RS3_0048,-3.373197123,-30.79,1727
LS28_to_LS29_RS3_0049,-3.565477404,-32.01,1728
LS28_to_LS29_RS3_0050,-3.764115261,-33.21,1729
LS28_to_LS29_RS3_0051,-3.961624168,-34.36,1730
LS28_to_LS29_RS3_0052,-4.164956355,-35.45,1731
LS28_to_LS29_RS3_0053,-4.370954661,-36.46,1732
LS28_to_LS29_RS3_0054,-4.578184927,-37.41,1733
LS28_to_LS29_RS3_0055,-4.782101794,-38.25,1734
LS28_to_LS29_RS3_0056,-4.988382796,-38.98,1735
LS28_to_LS29_RS3_0057,-5.202223723,-39.61,1736
LS28_to_LS29_RS3_0058,-5.39944313,-39.05,1737
LS29_to_LS30_RS3_0000,-5.403981276,-36.58,1737
LS29_to_LS30_RS3_0001,-5.374622204,-36.52,1738
LS29_to_LS30_RS3_0002,-5.144927558,-30.22,1739
LS29_to_LS30_RS3_0003,-4.921660839,-26.19,1740
LS29_to_LS30_RS3_0004,-4.691223087,-22.91,1741
LS29_to_LS30_RS3_0005,-4.458355064,-20.08,1742
LS29_to_LS30_RS3_0006,-4.221864519,-17.47,1743
LS29_to_LS30_RS3_0007,-3.978721418,-15.0,1744
LS29_to_LS30_RS3_0008,-3.74053935,-12.71,1745
LS29_to_LS30_RS3_0009,-3.502636464,-10.56,1746
LS29_to_LS30_RS3_0010,-3.265226905,-8.528,1747
LS29_to_LS30_RS3_0011,-3.034510803,-6.584,1748
LS29_to_LS30_RS3_0012,-2.798824282,-4.707,1749
LS29_to_LS30_RS3_0013,-2.560229078,-2.879,1750
LS29_to_LS30_RS3_0014,-2.150176895,0.2279,1751
LS29_to_LS30_RS3_0015,-1.930698259,1.802,1752
LS29_to_LS30_RS3_0016,-1.721689433,3.306,1753
LS29_to_LS30_RS3_0017,-1.487549603,4.884,1754
LS29_to_LS30_RS3_0018,-1.260129068,6.461,1755
LS29_to_LS30_RS3_0019,-1.01850131,8.016,1756
LS29_to_LS30_RS3_0020,-0.795388215,9.559,1757
LS29_to_LS30_RS3_0021,-0.555762839,11.07,1758
LS29_to_LS30_RS3_0022,-0.317590501,12.6,1759
LS29_to_LS30_RS3_0023,-0.071100852,14.14,1760
LS29_to_LS30_RS3_0024,0.167123142,15.63,1761
LS29_to_LS30_RS3_0025,0.412820675,17.11,1762
LS29_to_LS30_RS3_0026,0.4982,18.58,1763
LS29_to_LS30_RS3_0027,0.7337,20.03,1764
LS29_to_LS30_RS3_0028,1.02,21.77,1765
LS29_to_LS30_RS3_0029,1.261,23.21,1766
LS29_to_LS30_RS3_0030,1.503,24.68,1767
LS29_to_LS30_RS3_0031,2.177,28.67,1768
LS29_to_LS30_RS3_0032,2.466,30.29,1769
LS29_to_LS30_RS3_0033,2.708,31.6,1770
LS29_to_LS30_RS3_0034,3.001,33.19,1771
LS29_to_LS30_RS3_0035,3.342,34.99,1772
LS29_to_LS30_RS3_0037,3.826,37.42,1774
LS29_to_LS30_RS3_0038,4.065,38.49,1775
LS29_to_LS30_RS3_0039,4.311,39.5,1776
LS29_to_LS30_RS3_0040,4.794729954,40.37,1777
LS29_to_LS30_RS3_0041,5.05518994,41.14,1778
LS29_to_LS30_RS3_0042,5.305323122,41.77,1779
LS29_to_LS30_RS3_0043,5.554446946,42.2,1780
LS29_to_LS30_RS3_0044,5.817036171,42.49,1781
LS29_to_LS30_RS3_0045,6.082563946,42.79,1782
LS29_to_LS30_RS3_0046,6.334839513,43.0,1783
LS29_to_LS30_RS3_0047,6.596845966,43.19,1784
LS29_to_LS30_RS3_0048,6.860291358,43.29,1785
LS30_to_LS31_RS3_0000,6.883366521,40.62,1785
LS30_to_LS31_RS3_0001,6.817126708,37.53,1786
LS30_to_LS31_RS3_0002,6.595422939,33.6,1787
LS30_to_LS31_RS3_0003,6.3552362,30.61,1788
LS30_to_LS31_RS3_0004,6.123632658,28.05,1789
LS30_to_LS31_RS3_0005,5.879447519,25.75,1790
LS30_to_LS31_RS3_0006,5.641973031,23.62,1791
LS30_to_LS31_RS3_0007,5.402105063,21.59,1792
LS30_to_LS31_RS3_0008,5.159071848,19.63,1793
LS30_to_LS31_RS3_0009,4.91651564,17.74,1794
LS30_to_LS31_RS3_0010,4.674400364,15.92,1795
LS30_to_LS31_RS3_0011,4.433735523,14.12,1796
LS30_to_LS31_RS3_0012,4.188573393,12.35,1797
LS30_to_LS31_RS3_0013,3.955721909,10.63,1798
LS30_to_LS31_RS3_0014,3.727815729,9.07,1799
LS30_to_LS31_RS3_0015,3.499319339,7.501,1800
LS30_to_LS31_RS3_0016,3.256500272,5.976,1801
LS30_to_LS31_RS3_0017,3.020136256,4.497,1802
LS30_to_LS31_RS3_0018,2.78538914,3.037,1803
LS30_to_LS31_RS3_0019,2.554208389,1.669,1804
LS30_to_LS31_RS3_0020,2.310790122,0.3805,1805
LS30_to_LS31_RS3_0021,2.083895476,-0.8729,1806
LS30_to_LS31_RS3_0022,1.850375417,-2.088,1807
LS30_to_LS31_RS3_0023,1.622166397,-3.294,1808
LS30_to_LS31_RS3_0024,1.382071517,-4.533,1809
LS30_to_LS31_RS3_0025,1.147254605,-5.762,1810
LS30_to_LS31_RS3_0026,0.91348216,-6.986,1811
LS30_to_LS31_RS3_0027,0.679637389,-8.272,1812
LS30_to_LS31_RS3_0028,0.435433936,-9.574,1813
LS30_to_LS31_RS3_0029,0.199738017,-10.9,1814
LS30_to_LS31_RS3_0030,-0.040817533,-12.22,1815
LS30_to_LS31_RS3_0031,-0.282144222,-13.57,1816
LS30_to_LS31_RS3_0032,-0.517252392,-14.93,1817
LS30_to_LS31_RS3_0033,-0.760121411,-16.31,1818
LS30_to_LS31_RS3_0034,-1.000198629,-17.71,1819
LS30_to_LS31_RS3_0035,-1.242245198,-19.08,1820
LS30_to_LS31_RS3_0036,-1.48633868,-20.44,1821
LS30_to_LS31_RS3_0037,-1.731543269,-21.67,1822
LS30_to_LS31_RS3_0038,-1.9744226,-23.03,1823
LS30_to_LS31_RS3_0039,-2.217149511,-24.31,1824
LS30_to_LS31_RS3_0040,-2.468130861,-25.61,1825
LS30_to_LS31_RS3_0041,-2.705692442,-26.91,1826
LS30_to_LS31_RS3_0042,-2.962113762,-28.2,1827
LS30_to_LS31_RS3_0043,-3.208631688,-29.47,1828
LS30_to_LS31_RS3_0044,-3.461820713,-30.73,1829
LS30_to_LS31_RS3_0045,-3.711471071,-31.97,1830
LS30_to_LS31_RS3_0046,-3.962656096,-33.19,1831
LS30_to_LS31_RS3_0047,-4.216856978,-34.3,1832
LS30_to_LS31_RS3_0048,-4.472812801,-35.29,1833
LS30_to_LS31_RS3_0049,-4.731076111,-36.14,1834
LS30_to_LS31_RS3_0050,-4.9883888,-36.92,1835
LS30_to_LS31_RS3_0051,-5.252519951,-37.6,1836
LS30_to_LS31_RS3_0052,-5.517969385,-38.17,1837
LS30_to_LS31_RS3_0053,-5.78387772,-38.63,1838
LS30_to_LS31_RS3_0054,-6.058594043,-39.05,1839
LS30_to_LS31_RS3_0055,-6.327516991,-39.39,1840
LS30_to_LS31_RS3_0056,-6.60078707,-39.67,1841
LS30_to_LS31_RS3_0057,-6.869805454,-39.85,1842
LS30_to_LS31_RS3_0058,-7.150293508,-39.49,1843
LS30_to_LS31_RS3_0059,-7.151426087,-38.59,1844
LS31_to_LS32_RS3_0000,-7.16211257,-37.16,1844
LS31_to_LS32_RS3_0001,-7.04367336,-33.78,1845
LS31_to_LS32_RS3_0002,-6.808153038,-29.34,1846
LS31_to_LS32_RS3_0003,-6.571034993,-26.05,1847
LS31_to_LS32_RS3_0004,-6.336136605,-23.3,1848
LS31_to_LS32_RS3_0005,-6.096127771,-20.87,1849
LS31_to_LS32_RS3_0006,-5.854337299,-18.69,1850
LS31_to_LS32_RS3_0007,-5.607656553,-16.6,1851
LS31_to_LS32_RS3_0008,-5.362381487,-14.68,1852
LS31_to_LS32_RS3_0009,-5.115812282,-12.86,1853
LS31_to_LS32_RS3_0010,-4.872967469,-11.13,1854
LS31_to_LS32_RS3_0011,-4.622789041,-9.476,1855
LS31_to_LS32_RS3_0012,-4.384370884,-7.875,1856
LS31_to_LS32_RS3_0013,-4.143672524,-6.308,1857
LS31_to_LS32_RS3_0014,-3.907997074,-4.814,1858
LS31_to_LS32_RS3_0015,-3.661060988,-3.343,1859
LS31_to_LS32_RS3_0016,-3.425410948,-1.95,1860
LS31_to_LS32_RS3_0017,-3.186708026,-0.5508,1861
LS31_to_LS32_RS3_0018,-2.955004913,0.7943,1862
LS31_to_LS32_RS3_0019,-2.738341612,2.045,1863
LS31_to_LS32_RS3_0020,-2.508662633,3.279,1864
LS31_to_LS32_RS3_0021,-2.273219278,4.547,1865
LS31_to_LS32_RS3_0022,-2.038992663,5.807,1866
LS31_to_LS32_RS3_0023,-1.79387227,7.036,1867
LS31_to_LS32_RS3_0024,-1.552886458,8.259,1868
LS31_to_LS32_RS3_0025,-1.311027829,9.469,1869
LS31_to_LS32_RS3_0026,-1.069319978,10.66,1870
LS31_to_LS32_RS3_0027,-0.826734777,11.8,1871
LS31_to_LS32_RS3_0028,-0.581910613,12.92,1872
LS31_to_LS32_RS3_0029,-0.342464008,14.05,1873
LS31_to_LS32_RS3_0030,-0.09225497,15.15,1874
LS31_to_LS32_RS3_0031,0.15429159,16.2,1875
LS31_to_LS32_RS3_0032,0.406248871,17.27,1876
LS31_to_LS32_RS3_0033,0.64763847,18.32,1877
LS31_to_LS32_RS3_0034,0.898497235,19.37,1878
LS31_to_LS32_RS3_0035,1.146065858,20.39,1879
LS31_to_LS32_RS3_0036,1.390971789,21.42,1880
LS31_to_LS32_RS3_0037,1.64069955,22.43,1881
LS31_to_LS32_RS3_0038,1.884057158,23.45,1882
LS31_to_LS32_RS3_0039,2.138312847,24.48,1883
LS31_to_LS32_RS3_0040,2.382310489,25.52,1884
LS31_to_LS32_RS3_0041,2.634207952,26.54,1885
LS31_to_LS32_RS3_0042,2.885966076,27.56,1886
LS31_to_LS32_RS3_0043,3.135159887,28.54,1887
LS31_to_LS32_RS3_0044,3.375823793,29.51,1888
LS31_to_LS32_RS3_0045,3.624077371,30.48,1889
LS31_to_LS32_RS3_0046,3.879732212,31.44,1890
LS31_to_LS32_RS3_0047,4.132392182,32.37,1891
LS31_to_LS32_RS3_0048,4.374218275,33.26,1892
LS31_to_LS32_RS3_0049,4.627438145,34.12,1893
LS31_to_LS32_RS3_0050,4.889685223,34.92,1894
LS31_to_LS32_RS3_0051,5.141098231,35.67,1895
LS31_to_LS32_RS3_0052,5.39217222,36.37,1896
LS31_to_LS32_RS3_0053,5.638963664,37.01,1897
LS31_to_LS32_RS3_0054,5.900735741,37.59,1898
LS31_to_LS32_RS3_0055,6.153601314,38.13,1899
LS31_to_LS32_RS3_0056,6.411970486,38.62,1900
LS31_to_LS32_RS3_0057,6.66716072,38.99,1901
LS31_to_LS32_RS3_0058,6.771082207,38.58,1902
LS32_to_LS33_RS3_0001,6.800448965,36.18,1903
LS32_to_LS33_RS3_0002,6.789747877,36.18,1904
LS32_to_LS33_RS3_0003,6.782885063,36.24,1905
LS32_to_LS33_RS3_0004,6.73408974,33.49,1906
LS32_to_LS33_RS3_0005,6.497904112,29.73,1907
LS32_to_LS33_RS3_0006,6.265826593,26.85,1908
LS32_to_LS33_RS3_0007,6.032811204,24.37,1909
